room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,name,latitude,longitude
Entire home/apt,Amsterdam,Oud Noord,0,0,2,1,119,Modern apartment with large garden in Noord!,52.395879,4.916018
Entire home/apt,Amsterdam,Westerpark,16,4.5,2,1,108,"Modern, rooftop terrace & skylights",52.389926,4.8885
Entire home/apt,Amsterdam,Oud Noord,4,5,2,1,114,Good place in Amsterdam North near the ferry,52.384337,4.916336
Entire home/apt,Amsterdam,Noord West,1,0,3,1,119,Bright apartment with A'dam Tower view!,52.405122,4.919026
Entire home/apt,Amsterdam,Oud Noord,2,0,4,1,114,Relaxing Dutch house with green garden + 3 Bikes,52.393565,4.943381
Entire home/apt,Amsterdam,Oud Oost,96,4.5,4,1,119,Georgeous windmillview-apartment + long stay,52.365696,4.92906
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,8,5,2,1,116,Modern apt in trendy and upcoming Amsterdam-Oost,52.364392,4.941168
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,4,4,4,1,119,Cozy modern apartment with large balcony,52.364331,4.942347
Entire home/apt,Amsterdam,Noord West,0,0,5,3,119,Cosy family house (15 min bike ride to Center),52.409342,4.925971
Entire home/apt,Amsterdam,Centrum Oost,0,0,2,1,119,Family-friendly apartment in Amsterdam Center,52.368792,4.925892
Entire home/apt,Amsterdam,Centrum Oost,7,5,2,1,118,Luxurious apartment in a 16th century warehouse!,52.370752,4.925243
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,9,5,2,1,108,Light modern design apartment in trendy district,52.364052,4.943429
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,1,0,2,1,119,Beautiful & stylish apartment at Indische buurt,52.363727,4.942744
Entire home/apt,Amsterdam,Noord West,0,0,4,3,119,Family home with garden,52.416565,4.90717
Entire home/apt,Amsterdam,Oud Oost,9,5,2,1,114,Sunny 65m2 apartment 9min from ctr,52.364018,4.929962
Entire home/apt,Amsterdam,Oud Noord,7,4,4,2,119,Charming house with large garden and free parking!,52.391889,4.93216
Entire home/apt,Amsterdam,Centrum Oost,0,0,2,1,119,Amsterdam centre apartment,52.369282,4.923181
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,5,5,2,1,113,apt with jacuzzi in hip street,52.363951,4.932904
Entire home/apt,Amsterdam,Centrum Oost,12,4.5,2,0,115,Cozy studio apartment next to Central Station,52.368711,4.914834
Entire home/apt,Amsterdam,Centrum West,2,0,2,1,118,Ultraviolet studio2 in updated historical monument,52.371044,4.898531
Entire home/apt,Amsterdam,Oud Oost,5,5,2,1,119,Light spacious apartment,52.363466,4.92619
Entire home/apt,Amsterdam,Oud Noord,52,5,2,1,114,Great place near Amsterdam center,52.383218,4.916619
Entire home/apt,Amsterdam,Oud Noord,6,4.5,2,1,108,7 mins walk from AMSTERDAM CENTRAL!,52.382383,4.916607
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,24,5,2,1,114,Lovely house at Docklands + 2 bikes,52.371758,4.950292
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,5,4.5,2,1,114,Ground floor flat in Amsterdam East,52.3652,4.940644
Entire home/apt,Amsterdam,Oud Oost,0,0,2,1,108,Cosy apartment with nice balcony next to old mill,52.364446,4.929227
Entire home/apt,Amsterdam,Oud Noord,10,5,3,0,108,green view,52.384112,4.930855
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,6,5,2,1,119,Make Yourself Great Again at My Spacious Apartment,52.370625,4.942008
Entire home/apt,Amsterdam,Noord West,0,0,2,1,108,"Attractive, clean and bright apartment with garden",52.413148,4.919739
Entire home/apt,Amsterdam,Noord West,1,0,4,3,119,Lovely house in calm area + garden + free parking,52.41813,4.902588
Entire home/apt,Amsterdam,Centrum Oost,9,4,2,1,118,STUNNING apt. for a great stay!,52.371003,4.923339
Entire home/apt,Amsterdam,Centrum Oost,0,0,3,1,118,Amsterdam City private house with rooftop terrace,52.373772,4.901551
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,36,4.5,3,0,114,"Great studio, free parking & 15 minutes to center",52.373919,4.969646
Entire home/apt,Amsterdam,Oud Noord,5,5,2,1,119,Stylish Private Tiny House,52.387371,4.926821
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,3,4.5,2,2,118,Modern family home near centre,52.373875,4.941311
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,39,4.5,4,1,114,Light house close to city center,52.368181,4.942624
Entire home/apt,Amsterdam,Oud Noord,3,5,2,1,118,Awesome apartment near city centre of Amsterdam!,52.383405,4.91676
Entire home/apt,Amsterdam,Oud Noord,10,5,2,1,108,Spacious and private apartment in noord,52.400507,4.91641
Entire home/apt,Amsterdam,Centrum Oost,5,5,2,1,114,Cosy apartment in Amsterdam centre,52.368564,4.926393
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,5,4.5,2,1,111,Hip appartment 60m2 in vibrant Amsterdam east,52.365636,4.942483
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,0,0,4,3,115,Spacious family home close to the center,52.370331,4.938289
Entire home/apt,Amsterdam,Oud Noord,61,5,2,1,119,Sunny apt close to Central Station,52.381777,4.916859
Entire home/apt,Amsterdam,Centrum Oost,0,0,2,1,114,Amsterdam City Centre East | Czaar Peterstraat,52.369632,4.929758
Entire home/apt,Amsterdam,Centrum West,22,5,2,1,119,cozy 90m2 Jordaan apartment A,52.382556,4.889721
Entire home/apt,Amsterdam,Oud Noord,1,0,2,1,119,Amsterdam North,52.395871,4.916374
Entire home/apt,Amsterdam,Oud Noord,5,4,2,1,119,Cosy house in the Magic North,52.391111,4.914724
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,27,5,2,0,119,Supercool studio perfect for couple,52.364099,4.932463
Entire home/apt,Amsterdam,Centrum West,53,5,2,1,106,Singel Canal Studio,52.378305,4.892735
Entire home/apt,Amsterdam,Oud Noord,1,0,3,2,119,House at dyke with garden + free parking,52.390377,4.941852
Entire home/apt,Amsterdam,Noord Oost,1,0,4,2,119,Nice appartement in Amsterdam,52.395885,4.958401
Entire home/apt,Amsterdam,Noord Oost,17,4.5,2,1,114,"Spacious, modern, and quiet apt., close to centre",52.397566,4.93851
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,11,5,2,1,118,Cool Spot with Great Roof Terrace in Lively East!,52.364726,4.932536
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,10,4.5,5,4,119,"Spectacular view and house! Free P, centre 15 min.",52.374166,4.96938
Entire home/apt,Amsterdam,Noord Oost,10,5,4,2,114,"Spacious apartment, amazing view",52.39313,4.957641
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,12,5,2,1,119,Sunny Apartment - East of Amsterdam,52.367682,4.94176
Entire home/apt,Amsterdam,Oud Noord,10,5,3,2,117,close to the center,52.383592,4.914599
Entire home/apt,Amsterdam,Centrum Oost,9,5,3,1,119,Cozy Apartment in Cool Neighborhood,52.371156,4.93251
Entire home/apt,Amsterdam,Noord Oost,5,5,2,1,117,Entire home & sunny garden near Amsterdam central,52.394779,4.944953
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,0,0,4,3,114,"Water Villa, Best Kept Secret Adam Paradise Island",52.363561,4.98351
Entire home/apt,Amsterdam,Centrum Oost,0,0,4,2,119,Great spacious central apartment + chromecast,52.369854,4.931518
Entire home/apt,Amsterdam,Noord Oost,3,5,4,2,119,Family house at dyke + great garden + free parking,52.379944,5.000106
Entire home/apt,Amsterdam,Noord Oost,177,5,2,2,114,Little House close to Amsterdam,52.397358,5.004451
Entire home/apt,Amsterdam,De Baarsjes / Oud West,21,5,2,1,119,Lovely apartment in Old West,52.365755,4.868527
Entire home/apt,Amsterdam,De Baarsjes / Oud West,24,5,4,2,118,Lovely light & spacious maisonette,52.366932,4.851788
Entire home/apt,Amsterdam,Centrum West,7,5,2,0,118,Cosy beautiful studio in the Jordaan City Center,52.375645,4.87753
Entire home/apt,Amsterdam,Oud Noord,0,0,3,0,119,Lovely modern studio,52.389612,4.93755
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,0,0,2,1,108,Sunny apartment in Amsterdam East,52.363592,4.939237
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,2,1,118,Nice apartment near the city centre of Amsterdam,52.365126,4.864339
Entire home/apt,Amsterdam,Bos en Lommer,16,5,4,1,109,Full of dedication & passion renovated apartment!,52.383129,4.854817
Entire home/apt,Amsterdam,Oud Oost,2,0,2,1,119,Cosy and bright apartment near Oosterpark,52.363161,4.929147
Entire home/apt,Amsterdam,Oud Oost,22,5,2,1,107,Cosy apartment in lovely East,52.35661,4.923944
Entire home/apt,Amsterdam,Westerpark,7,5,2,0,119,Studio with private roof terrace,52.380127,4.878747
Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0,2,1,114,2 floor apartment + roof terrace,52.367159,4.850182
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,32,5,2,1,119,"Bright apartment in ""De Pijp"" Adam :)",52.350293,4.890251
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,8,5,2,1,107,Amsterdam Zuid,52.346293,4.866705
Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,5,2,1,108,Gorgeous apartment close to centre,52.365935,4.877211
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,23,5,2,1,118,COSY Studio Vondelpark + 2 free bikes / CANAL VIEW,52.353967,4.847336
Entire home/apt,Amsterdam,Bos en Lommer,12,5,2,1,119,Cozy Appartement,52.37696,4.85677
Entire home/apt,Amsterdam,Bos en Lommer,3,4.5,2,1,114,Sunny studio 10 min. from centre!,52.378553,4.845099
Entire home/apt,Amsterdam,Centrum West,4,5,2,1,119,Cozy apartment in center with view on the canal,52.381093,4.885895
Entire home/apt,Amsterdam,De Baarsjes / Oud West,16,5,2,1,118,Light appartment in A'dam West,52.368649,4.852639
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0,2,0,108,Modern apartment on super location in 'De Pijp',52.356257,4.895549
Entire home/apt,Amsterdam,Oud Oost,1,0,3,2,114,"Space, Style, Authenticity & great roof terrace!",52.358154,4.910834
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,27,4.5,3,1,118,Awesome house | Vondelparc Area****,52.353704,4.85886
Entire home/apt,Amsterdam,Oud Oost,3,4.5,2,1,108,"Modern 2P apt at historic Dappermarket | Zoo, park",52.361993,4.92849
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,8,4.5,2,0,110,Complete studio 15 minuten vanaf CS Amsterdam,52.360601,4.976727
Entire home/apt,Amsterdam,Bos en Lommer,8,5,3,2,117,3p. Garden Apartment in Bolo,52.378334,4.854111
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,3,1,119,Bright apartment inbetween airport and city centre,52.345982,4.858883
Entire home/apt,Amsterdam,Westerpark,27,4.5,2,0,118,Nice&cosy apartment in the lovely Westerpark area,52.383949,4.871434
Entire home/apt,Amsterdam,Watergraafsmeer,3,4.5,2,1,108,Luxurious apartment with spacious garden,52.341558,4.946853
Entire home/apt,Amsterdam,Bos en Lommer,7,4.5,2,2,119,Light & Modern apartment near center Amsterdam,52.377274,4.849948
Entire home/apt,Amsterdam,Oud Noord,5,5,2,1,119,Knus appartement met grote tuin op het zuiden.,52.398405,4.918073
Entire home/apt,Amsterdam,Oud Oost,2,0,2,1,119,Spacious (50m) Lovely Apartment near city centre,52.355814,4.92596
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,1,0,4,1,115,@AMS in great & hip loc. Cheap introduction rates,52.361365,4.942074
Entire home/apt,Amsterdam,De Baarsjes / Oud West,23,5,2,1,108,A cozy apartment with a Garden,52.37215,4.854169
Entire home/apt,Amsterdam,Noord West,40,5,2,0,119,Unique studio in old horse stables,52.422232,4.890982
Entire home/apt,Amsterdam,Westerpark,8,5,3,1,114,Cosy Amsterdam Garden Appartment,52.377587,4.877137
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,0,0,2,1,119,Cute apartment with cosy rooftop terrace,52.362631,4.935535
Entire home/apt,Amsterdam,De Baarsjes / Oud West,9,5,2,1,118,Cozy stay next to the Vondelpark! @ Amsterdam West,52.360834,4.857432
Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,5,4,2,114,Comfortable apartment near centre,52.369788,4.856742
Entire home/apt,Amsterdam,Oud Oost,6,5,2,1,108,"Lovely appartment, perfect for a couple!",52.357394,4.913747
Entire home/apt,Amsterdam,Westerpark,12,5,2,1,108,Nice and cozy private apartment near city center,52.380543,4.87172
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0,2,1,107,Sarphati Apartment,52.354007,4.90016
Entire home/apt,Amsterdam,Oud Oost,3,5,2,1,119,Quiet & light apartment in the trendy east-side,52.358343,4.917044
Entire home/apt,Amsterdam,Watergraafsmeer,28,4.5,2,0,108,"Luxurious Studio, 10 minutes from Amsterdam Centre",52.338911,4.917803
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,8,5,3,1,114,Cosy apartment in Amsterdam,52.361307,4.945558
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,5,5,2,1,119,nice house with garden,52.34815,4.908164
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,2,1,119,Apartment with garden in the centre of Amsterdam,52.36789,4.856431
Entire home/apt,Amsterdam,Bos en Lommer,10,5,4,2,119,Spacious modern apartment 100 m2,52.375628,4.839576
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0,4,2,119,Sunny spot in the heart of De Pijp,52.356359,4.899739
Entire home/apt,Amsterdam,Oud Oost,44,5,4,2,119,Casa CaroLeon,52.364044,4.925188
Entire home/apt,Amsterdam,De Baarsjes / Oud West,9,5,2,1,119,Cosy Apartment in city centre,52.366981,4.87418
Entire home/apt,Amsterdam,Westerpark,29,5,2,1,118,Sunny & charming A'dam apartment,52.384464,4.869954
Entire home/apt,Amsterdam,De Baarsjes / Oud West,10,5,2,2,108,Luminous Apartment in Vibrant West,52.36985,4.8538
Entire home/apt,Amsterdam,Bos en Lommer,6,5,4,2,114,Renovated unique apartment with big garden | 2BD,52.376236,4.849466
Entire home/apt,Amsterdam,Oud Noord,5,5,2,1,107,Ideal private apartment,52.399124,4.914955
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,10,5,2,1,114,Bright design apartment next to Vondelpark,52.347423,4.860341
Entire home/apt,Amsterdam,Centrum West,0,0,2,2,108,Great apartment in the city center,52.385848,4.885518
Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,5,2,1,119,Cosy apartment in buzzing area close to Foodhallen,52.373132,4.862788
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,5,5,2,0,119,Centre  Amsterdam De Pijp new  studio roofterrace,52.355663,4.892025
Entire home/apt,Amsterdam,Centrum West,3,5,2,0,119,studio in the heart of amsterdam,52.369873,4.885636
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,8,4.5,4,1,113,Classic APT | Balcony | CITY CENTRE,52.351274,4.893748
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,1,0,2,1,118,Modern appartment in Amsterdam!,52.360662,4.94405
Entire home/apt,Amsterdam,De Baarsjes / Oud West,46,5,2,1,119,"Extremely light, with canal view",52.372717,4.856022
Entire home/apt,Amsterdam,Westerpark,10,5,2,1,106,Charming apartment with garden next to the Centre,52.38928,4.886126
Entire home/apt,Amsterdam,De Aker / Nieuw Sloten,3,5,2,1,108,"Comfortable apartment near tram, perfect stay",52.347714,4.81551
Entire home/apt,Amsterdam,Westerpark,2,0,2,1,118,Spacious Apartment near City Center / Jordaan,52.390046,4.879659
Entire home/apt,Amsterdam,De Baarsjes / Oud West,5,4.5,4,2,108,"Perfect for couples! 4ppl, Zen-Style APT",52.37202,4.849371
Entire home/apt,Amsterdam,De Baarsjes / Oud West,3,4.5,2,0,119,Modern City Retreat!,52.361793,4.860176
Entire home/apt,Amsterdam,Noord Oost,1,0,4,2,114,Ruim en gezellig appartement in Amsterdam Noord,52.394892,4.934947
Entire home/apt,Amsterdam,De Baarsjes / Oud West,242,5,3,1,108,Your home in Amsterdam (Vondelpark),52.363736,4.872269
Entire home/apt,Amsterdam,De Baarsjes / Oud West,5,5,4,2,104,Vintage Apartment close to the Rembrandtpark,52.359685,4.849732
Entire home/apt,Amsterdam,Centrum West,0,0,2,1,123,City Center Amsterdam Apartment!,52.377446,4.893318
Entire home/apt,Amsterdam,Bos en Lommer,9,5,2,1,114,Spacious house with peaceful green garden,52.373885,4.846298
Entire home/apt,Amsterdam,Westerpark,15,5,2,1,114,"Modern, newly decorated @hip area close to Jordaan",52.382881,4.87297
Entire home/apt,Amsterdam,Oud Oost,6,4.5,2,1,114,"Ground floor apartment, close to Oosterpark",52.356071,4.926152
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,6,5,2,1,118,Great apartment in the nicest part of East!,52.363663,4.943164
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,8,5,2,1,119,"Lovely Apartment ""De Pijp"" Area",52.354171,4.904447
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,3,4.5,4,1,119,Cosy and stylish Apartment near Amsterdam Rai!,52.342256,4.911564
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,91,4.5,2,1,113,Amsterdam Studio Garden Museumplein,52.355438,4.874298
Entire home/apt,Amsterdam,Oud Oost,3,5,2,1,107,Clean cosy appartment in Amsterdam Oost,52.35697,4.918861
Entire home/apt,Amsterdam,Oud Oost,13,5,2,1,103,Spacious apt. in Amsterdam East,52.363532,4.92753
Entire home/apt,Amsterdam,Oud Oost,7,4.5,4,1,102,Cozy apartment with roof terrace.,52.356176,4.924684
Entire home/apt,Amsterdam,Watergraafsmeer,2,0,2,1,102,Green and Comfortable Apartment in Amsterdam East,52.352875,4.923344
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,13,5,2,1,95,"Beautiful apt, full of light. 50 mts from RAI",52.343145,4.892894
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,6,5,2,1,102,"Houseboat apt, green & quiet spot, close to city",52.337962,4.906849
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,40,4.5,2,1,96,Your Own Studio in Amsterdam!,52.345272,4.901877
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,27,4.5,2,0,102,Luxurious quiet waterfront place NY,52.346321,5.001348
Entire home/apt,Amsterdam,Bijlmer Centrum,8,4.5,3,2,102,Modern spaceious two room condo in Amsterdam,52.308569,4.951746
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,46,5,4,2,102,BIG GROUND FLOOR APT WITH GARDEN,52.362706,4.932617
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,14,4.5,2,1,102,"Cosy, typical Amsterdam apartment",52.361729,4.933063
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,1,0,2,0,96,Perfect place to stay in Amsterdam,52.360802,4.939534
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0,2,1,96,Bright and cosy appartment,52.342975,4.903435
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,3,4.5,4,2,96,Appartment near Event location RAI,52.342734,4.895789
Entire home/apt,Amsterdam,Watergraafsmeer,19,4.5,3,1,102,,52.340743,4.919371
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,18,4.5,3,2,96,Wonderful apartment in Amsterdam,52.343071,4.899341
Entire home/apt,Amsterdam,Watergraafsmeer,4,5,3,2,102,Cosy and quiet oasis close to center Amsterdam,52.340277,4.943237
Entire home/apt,Amsterdam,Watergraafsmeer,15,5,2,0,96,Comfortable studio apartment Amsterdam,52.339511,4.917935
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,0,0,2,1,90,Spacious & bright waterside apartment,52.361413,4.976489
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,3,5,2,1,102,Light and cozy apartment in lively neighborhood!,52.363121,4.934725
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,9,5,2,1,96,Quiet and bright 3rd floor flat in the trendy East,52.36238,4.943139
Entire home/apt,Amsterdam,Watergraafsmeer,0,0,2,1,96,"Lovely, sunny one bedroom apartment",52.3407,4.917093
Entire home/apt,Amsterdam,Watergraafsmeer,0,0,2,0,88,Beautiful apartment near Amsterdam central,52.355533,4.938388
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,5,4.5,2,0,85,Nice and cozy studio in Amsterdam,52.360105,4.939616
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,13,5,3,1,102,Art & Bright Apt in Amsterdam South,52.342417,4.902573
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,0,0,2,1,96,Stay in your comfort zone :),52.362972,4.932229
Entire home/apt,Amsterdam,Bijlmer Centrum,2,0,3,1,96,Whole apartment for rent,52.324959,4.949574
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,3,4.5,2,1,95,COMFORTABLE apt. in A'dam east area!,52.359419,4.935824
Entire home/apt,Amsterdam,Watergraafsmeer,0,0,2,1,102,Cozy typical-Amsterdam apartment,52.35513,4.93508
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,2,0,2,1,84,Great cozy apartment with garden,52.348399,4.848584
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,24,5,2,1,90,Cosy & calm apartment in Amsterdam,52.347127,4.846658
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,2,0,2,1,96,Comfortable studio at a nice location,52.352031,4.852132
Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0,2,1,102,Apartment overseeing Rembrandtpark,52.368506,4.84933
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,2,0,4,2,102,Spacious appartment near Vondelpark,52.35081,4.850915
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,36,5,2,1,102,"Private Self contained Garden House, sleeps 1 or 2",52.352021,4.856715
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,13,5,3,1,96,Renovated monumental appartment,52.347865,4.861443
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,4,2,102,Family House on Ground Floor Amsterdam West,52.370659,4.847268
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,2,1,84,Modern apt,52.359168,4.858145
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,2,1,90,Bright and cosy apartment,52.347713,4.846643
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,5,4.5,2,1,95,TOP FLOOR apt. in Amsterdam!,52.350475,4.850477
Entire home/apt,Amsterdam,Slotervaart,9,4,4,1,94,Spacious apartment inside a park,52.363954,4.843182
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,2,0,2,2,102,Contemporary apartment quiet area near city centre,52.348371,4.849971
Entire home/apt,Amsterdam,De Baarsjes / Oud West,11,4.5,2,0,95,a blissful STUDIO in A'dam!,52.359243,4.859842
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,7,4.5,2,1,95,Lovely apt. with spacious garden,52.350329,4.84623
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,3,1,96,Bright and cosy apartment!,52.348497,4.863588
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,15,4.5,2,1,95,"Cozy, quiet home near Vondelpark",52.346754,4.847296
Entire home/apt,Amsterdam,Slotervaart,2,0,4,2,102,"Modern apt, direct line to popular sights, cheap P",52.349422,4.830788
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,2,1,90,"Brand new, modern house with garden",52.348528,4.846002
Entire home/apt,Amsterdam,De Baarsjes / Oud West,11,5,2,1,84,Sunny & Spacious Apartment,52.361073,4.851093
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,20,4.5,2,1,90,Characteristic 30s apartment AMS,52.350628,4.84941
Entire home/apt,Amsterdam,De Baarsjes / Oud West,4,4.5,2,1,95,COZY gorgeous apt. with patio!,52.363138,4.859574
Entire home/apt,Amsterdam,Bos en Lommer,9,5,2,1,96,Gezellig appartement in Amsterdam,52.375158,4.84557
Entire home/apt,Amsterdam,Bos en Lommer,5,4.5,2,2,96,"Cosy, clean, light & comfortable appartment",52.376432,4.861581
Entire home/apt,Amsterdam,Bos en Lommer,1,0,4,2,82,Familyhouse in trendy neighbourhood,52.375251,4.857927
Entire home/apt,Amsterdam,Westerpark,14,5,2,1,102,Lovely light 1 br-apt with bike : ),52.379439,4.870008
Entire home/apt,Amsterdam,Bos en Lommer,9,5,2,1,90,Great apartment in Amsterdam,52.374717,4.845297
Entire home/apt,Amsterdam,Bos en Lommer,0,0,2,0,84,Studio met uitzicht over de stad,52.376532,4.845337
Entire home/apt,Amsterdam,Bos en Lommer,3,4.5,2,1,102,Peacefull apartment on the Westside of Amsterdam,52.377766,4.854332
Entire home/apt,Amsterdam,Bos en Lommer,11,5,4,0,102,Nice studio in Amsterdam west,52.375449,4.846019
Entire home/apt,Amsterdam,Bos en Lommer,1,0,3,1,90,Cosy and clean appartment + garden!,52.374037,4.84706
Entire home/apt,Amsterdam,Bos en Lommer,14,5,2,0,90,Amsterdam at your feet,52.375704,4.843866
Entire home/apt,Amsterdam,Bos en Lommer,5,5,2,1,95,"Bright & Modern Apt, Ideal Couple Getaway",52.377239,4.848883
Entire home/apt,Amsterdam,Bos en Lommer,4,4.5,3,1,102,"Modern, Bright Studio close to City Centre",52.376947,4.844026
Entire home/apt,Amsterdam,Bos en Lommer,0,0,2,0,95,Experience Amsterdam | Studio | Citycentre +Bike,52.37299,4.848111
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,2,1,102,"Garden, cat and city lovers!",52.372252,4.858236
Entire home/apt,Amsterdam,Bos en Lommer,9,5,2,0,102,Lovely Studio in Amsterdam BoLo,52.376807,4.844414
Entire home/apt,Amsterdam,Bos en Lommer,8,4,6,4,102,"Family Home (No drugs, smoking or parties)",52.377272,4.839253
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,1,0,2,1,100,Cosy Appartment near Vondelpark,52.35036,4.850344
Entire home/apt,Amsterdam,De Baarsjes / Oud West,8,4.5,4,2,102,Cosy apartment near Vondelpark,52.361015,4.850101
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,7,5,2,1,102,Ground floor appartment in center,52.355013,4.846273
Entire home/apt,Amsterdam,De Baarsjes / Oud West,2,0,2,1,96,Mooi appartement bij het vondelpark,52.359504,4.852007
Entire home/apt,Amsterdam,De Baarsjes / Oud West,7,5,2,1,96,Light apartment near the Vondelpark with luxe bed,52.363414,4.865202
Entire home/apt,Amsterdam,De Baarsjes / Oud West,23,5,2,1,102,cosy & bright apartment in Amsterdam De Baarsjes,52.372071,4.850568
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,8,5,2,1,84,Urban Green Design Flat - great area,52.352563,4.849001
Entire home/apt,Amsterdam,Bos en Lommer,0,0,2,1,95,Great HOMY apartment!,52.374972,4.859584
Entire home/apt,Amsterdam,Slotervaart,3,5,2,1,94,"Great appartment, free parking",52.361334,4.84395
Entire home/apt,Amsterdam,Bos en Lommer,5,4.5,2,0,102,Modern Amsterdam view studio appartment,52.37674,4.844847
Entire home/apt,Amsterdam,Osdorp,0,0,2,0,96,Very comfortable studio for rent,52.358426,4.801458
Entire home/apt,Amsterdam,Bos en Lommer,23,4.5,2,0,96,Cosy apartment near city centre,52.374532,4.846639
Entire home/apt,Amsterdam,Slotervaart,1,0,2,2,90,Room with a tremendous view!,52.364018,4.844669
